Identifier,Record_URL,RecordDownload_URL,Thumbnail_URL,Business_Name,Record_Title,Business_Type,Notable_Graphics,Transcribed_Text,Colors,Subjects_LCSH,StreetAddress,City,County ,State,Country,Latitude,Longitude,Collection_Title,Rights
1403402,https://collections.lib.utah.edu/ark:/87278/s6cz7m2k,https://collections.lib.utah.edu/file?id=1403402,https://collections.lib.utah.edu/dl_thumbs/86/72/867285a094e6e8416ce554c6dfdaf24fdaac57e5.jpg,J's Grove ,"Jack Wolf Ski Shop Ranch Wear matchbook, Salt Lake City, Utah",,Woman tying shoe,Hi Ya!,Blue and white with white text,Advertising; Graphic arts,470 E 33rd S,Salt Lake City,Salt Lake County,Utah,United States,40.779981,-111.877001,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403405,https://collections.lib.utah.edu/ark:/87278/s6866vcm,https://collections.lib.utah.edu/file?id=1403405,https://collections.lib.utah.edu/dl_thumbs/43/36/4336662e724fa1e31b148085dd2fab52457dd91e.jpg,Wheeler Machinery Co.,"Wheeler Machinery Co. matchbook, Salt Lake City, Utah [1]",Machinery industry,Building,Your friendly CAT dealer,"Blue, white, and yellow with white, blue, and brown text",Advertising; Graphic arts; Machinery industry,330 W 21st S,Salt Lake City,Salt Lake County,Utah,United States,40.7254794,-111.9005732,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403408,https://collections.lib.utah.edu/ark:/87278/s64f63mt,https://collections.lib.utah.edu/file?id=1403408,https://collections.lib.utah.edu/dl_thumbs/15/ec/15ecb597fa4aab557e136b3d62bca64bd8134a61.jpg,Wheeler Machinery Co.,"Wheeler Machinery Co. matchbook, Salt Lake City, Utah [2]",Machinery industry,Building,Your friendly CAT dealer,White and yellow with black text,Advertising; Graphic arts; Machinery industry,330 W 21st S,Salt Lake City,Salt Lake County,Utah,United States,40.7254794,-111.9005732,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403411,https://collections.lib.utah.edu/ark:/87278/s60p5bz0,https://collections.lib.utah.edu/file?id=1403411,https://collections.lib.utah.edu/dl_thumbs/a4/88/a488c172c91949c395d48e778f6d7ff919f5630a.jpg,Wheeler Machinery Co.,"Wheeler Machinery Co. matchbook, Salt Lake City, Utah [3]",Machinery industry,Machine,Your CATERPILLAR dealer,Green and yellow with black and yellow text,Advertising; Graphic arts; Machinery industry,330 W 21st S,Salt Lake City,Salt Lake County,Utah,United States,40.7254794,-111.9005732,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403414,https://collections.lib.utah.edu/ark:/87278/s6vx4vf8,https://collections.lib.utah.edu/file?id=1403414,https://collections.lib.utah.edu/dl_thumbs/71/1c/711ccb4b57400bb4cd7ab5e9a8fd3feb13be2be2.jpg,Wheeler Machinery Co.,"Wheeler Machinery Co. matchbook, Salt Lake City, Utah [4]",Machinery industry,Machine,Your CATERPILLAR dealer,Gray and yellow with black and yellow text,Advertising; Graphic arts; Machinery industry,330 W 21st S,Salt Lake City,Salt Lake County,Utah,United States,40.7254794,-111.9005732,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403417,https://collections.lib.utah.edu/ark:/87278/s6r543nb,https://collections.lib.utah.edu/file?id=1403417,https://collections.lib.utah.edu/dl_thumbs/95/04/95047d0b7ddf6042a02e1554c308740de0ec4c0b.jpg,Wheeler Machinery Co.,"Wheeler Machinery Co. matchbook, Salt Lake City, Utah [5]",Machinery industry,Machine,Your CATERPILLAR dealer,Green and yellow with black and yellow text,Advertising; Graphic arts; Machinery industry,330 W 21st S,Salt Lake City,Salt Lake County,Utah,United States,40.7254794,-111.9005732,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403420,https://collections.lib.utah.edu/ark:/87278/s6mh22d7,https://collections.lib.utah.edu/file?id=1403420,https://collections.lib.utah.edu/dl_thumbs/ce/a3/cea39d6798579789723fe6df4de35c4c169fed05.jpg,York Club,"York Club matchbook, Salt Lake City, Utah",Nightclubs,Cup,Luncheon dining & dancing nightly,Tan with brown text,Advertising; Graphic arts; Nightclubs,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403421,https://collections.lib.utah.edu/ark:/87278/s6gr19ph,https://collections.lib.utah.edu/file?id=1403421,https://collections.lib.utah.edu/dl_thumbs/03/49/034973369c71b69789ad09ea5a0ddfafdf914d1a.jpg,Zooms Cafe & Lounge,"Zooms Cafe & Lounge matchbook, Salt Lake City, Utah",Restaurants,,Food at its finest,Orange and black with black text,Advertising; Graphic arts; Restaurants,2268 Highland Dr,Salt Lake City,Salt Lake County,Utah,United States,40.7215277,-111.8588886,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403422,https://collections.lib.utah.edu/ark:/87278/s6c00jz3,https://collections.lib.utah.edu/file?id=1403422,https://collections.lib.utah.edu/dl_thumbs/a7/ec/a7ecc11f3fe0a9c04ff175f7967376f21b533700.jpg,Howard Hotel,"Howard Hotel matchbook, Brigham City, Utah",Hotels,,Thank you,Gold and black with black text,Advertising; Graphic arts; Hotels,,Brigham City,Box Elder County,Utah,United States,41.5102129,-112.0155015,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403425,https://collections.lib.utah.edu/ark:/87278/s6769t8p,https://collections.lib.utah.edu/file?id=1403425,https://collections.lib.utah.edu/dl_thumbs/be/90/be9097685cba4fecc44bff4918914b2467ce53b4.jpg,Sleepy Lagoon Motel,"Sleepy Lagoon Motel matchbook, Beaver, Utah [2]",Hotels,Flamingo,Just luxurious rooms; reasonable,Red with silver text,Advertising; Graphic arts; Hotels,,Beaver,Beaver County,Utah,United States,38.2769149,-112.6410518,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403426,https://collections.lib.utah.edu/ark:/87278/s63f92ks,https://collections.lib.utah.edu/file?id=1403426,https://collections.lib.utah.edu/dl_thumbs/7f/9a/7f9a7a72dee6edf2983dfa45a051d5f6db505f3d.jpg,Ponderosa Restaurant,"Ponderosa Restaurant matchbook, Beaver, Utah",Restaurants,People at table,Broaster Broiler Grill,Red and black with black text,Advertising; Graphic arts; Restaurants,,Beaver,Beaver County,Utah,United States,38.2769149,-112.6410518,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403427,https://collections.lib.utah.edu/ark:/87278/s6zp8k1m,https://collections.lib.utah.edu/file?id=1403427,https://collections.lib.utah.edu/dl_thumbs/58/d1/58d1b15274dc8ec5cae986922e86041ee1799283.jpg,A and M,"A and M matchbook, Bingham Canyon, Utah",,Pin up girl in cup,Follow the crowd,Black and gray with black text,Advertising; Graphic arts,10 Main St,Bingham Canyon,Salt Lake County,Utah,United States,40.5586708,-112.1315721,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403428,https://collections.lib.utah.edu/ark:/87278/s6tx7t9w,https://collections.lib.utah.edu/file?id=1403428,https://collections.lib.utah.edu/dl_thumbs/eb/15/eb15b2a2760111a3c8f995454c502a9d9b040907.jpg,Sleepy Lagoon Motel,"Sleepy Lagoon Motel matchbook, Beaver, Utah [3]",Hotels,Flamingo,Just luxurious rooms; reasonable,Green with silver text,Advertising; Graphic arts; Hotels,,Beaver,Beaver County,Utah,United States,38.2769149,-112.6410518,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403429,https://collections.lib.utah.edu/ark:/87278/s6q85rzb,https://collections.lib.utah.edu/file?id=1403429,https://collections.lib.utah.edu/dl_thumbs/af/a7/afa72b235b06c7f9c203bf3595a81da11d1c709f.jpg,Sleepy Lagoon Motel,"Sleepy Lagoon Motel matchbook, Beaver, Utah [4]",Hotels,Flamingo,Just luxurious rooms; reasonable,Blue with silver text,Advertising; Graphic arts; Hotels,,Beaver,Beaver County,Utah,United States,38.2769149,-112.6410518,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403430,https://collections.lib.utah.edu/ark:/87278/s6kh516z,https://collections.lib.utah.edu/file?id=1403430,https://collections.lib.utah.edu/dl_thumbs/fa/7b/fa7b1bda16e437dbd80dd5b39a3fb1af25be9271.jpg,Tunnel Tavern,"Tunnel Tavern matchbook, Bingham Canyon, Utah",Bars,"Pin up girl, drunk comic",Always a friendly welcome,White and black with black text,Advertising; Graphic arts; Bars,537 Main St,Bingham Canyon,Salt Lake County,Utah,United States,40.6447153,-111.4966647,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403433,https://collections.lib.utah.edu/ark:/87278/s6fr48j4,https://collections.lib.utah.edu/file?id=1403433,https://collections.lib.utah.edu/dl_thumbs/e6/bd/e6bd5cf057c36c05a9ade5cd081e91f3a1f7223e.jpg,Red Baron ,"Red Baron matchbook, Bingham City, Utah",Hotels,Plane and pilot,Red Baron,"Gold, red, and blue with gold, blue, and red text",Advertising; Graphic arts; Hotels,"Junction of I-80, 1-15, US-30, 91, & 89",Bingham City,Salt Lake County,Utah,United States,,,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403434,https://collections.lib.utah.edu/ark:/87278/s6b03htq,https://collections.lib.utah.edu/file?id=1403434,https://collections.lib.utah.edu/dl_thumbs/2b/7a/2b7a0446bbf78c5e8bc5f53153f4c815a5b3dd76.jpg,By Aqua Marine Co,"By Aqua Marine Co matchbook, Brigham City, Utah",Boating Supplies,Pin up girl,"Dorsett, Glaston, Boats..","Red, gray, yellow, and blue with black text",Advertising; Graphic arts; Boats and boating -- Equipment and supplies,145 N Main St,Brigham City,Box Elder County,Utah,United States,41.5139934,-112.0160355,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403437,https://collections.lib.utah.edu/ark:/87278/s6672s59,https://collections.lib.utah.edu/file?id=1403437,https://collections.lib.utah.edu/dl_thumbs/6b/b2/6bb23ad89cafeaff418ece0c7a2a5e9e67005aea.jpg,Maddox Ranch House,"Maddox Ranch House matchbook, Brigham City, Utah [1]",Hotels,,House of fine foods,Wood with gray text,Advertising; Graphic arts; Hotels,,Brigham City,Box Elder County,Utah,United States,41.5102129,-112.0155015,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403438,https://collections.lib.utah.edu/ark:/87278/s62g21c2,https://collections.lib.utah.edu/file?id=1403438,https://collections.lib.utah.edu/dl_thumbs/26/67/2667dbc246ef114d12d1debc7239cf43d159908f.jpg,P&W Billiards and Beer,"P&W Billiards and Beer matchbook, Brigham City, Utah [2]",Bars,"Pin up girl on beer, man at door",We serve the best,"Gray, tan, and black with black text",Advertising; Graphic arts; Bars,60 S Main St,Brigham City,Box Elder County,Utah,United States,41.508989,-112.0162445,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403439,https://collections.lib.utah.edu/ark:/87278/s6xq1hvx,https://collections.lib.utah.edu/file?id=1403439,https://collections.lib.utah.edu/dl_thumbs/a5/1e/a51ecb6144888c265aedb9a5aac1f85fdd7497bb.jpg,P&W Billiards and Beer,"P&W Billiards and Beer matchbook, Brigham City, Utah [1]",Bars,Men drinking,"Come in without knocking, leave the same way",Gray and black with black text,Advertising; Graphic arts; Bars,60 S Main St,Brigham City,Box Elder County,Utah,United States,41.508989,-112.0162445,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403442,https://collections.lib.utah.edu/ark:/87278/s6t19gk4,https://collections.lib.utah.edu/file?id=1403442,https://collections.lib.utah.edu/dl_thumbs/50/85/5085a27936689887f7161f6efbf5f17efe9b9c95.jpg,Sleepy Lagoon Motel,"Sleepy Lagoon Motel matchbook, Beaver, Utah [1]",Hotels,Flamingo,Just luxurious rooms; reasonable,Black with silver text,Advertising; Graphic arts; Hotels,,Beaver,Beaver County,Utah,United States,38.2769149,-112.6410518,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403443,https://collections.lib.utah.edu/ark:/87278/s6p88qtz,https://collections.lib.utah.edu/file?id=1403443,https://collections.lib.utah.edu/dl_thumbs/48/de/48def4c5a43b0cea76f1050f123499fa44dda4c4.jpg,Bonnie Day Cafe,"Bonnie Day Cafe matchbook, Bountiful, Utah",Restaurants,Chicken dinner,The best of food,Red with black text,Advertising; Graphic arts; Restaurants,1590 S 5th W,Bountiful,Davis County,Utah,United States,40.8893895,-111.880771,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403446,https://collections.lib.utah.edu/ark:/87278/s6jh8031,https://collections.lib.utah.edu/file?id=1403446,https://collections.lib.utah.edu/dl_thumbs/86/b0/86b0714d3725b4fbbe70d857a07c17f7237d2c95.jpg,Maddox Ranch House,"Maddox Ranch House matchbook, Brigham City, Utah [2]",Hotels,,House of fine foods,Wood with gray text,Advertising; Graphic arts; Hotels,,Brigham City,Box Elder County,Utah,United States,41.5102129,-112.0155015,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403447,https://collections.lib.utah.edu/ark:/87278/s6dr77c9,https://collections.lib.utah.edu/file?id=1403447,https://collections.lib.utah.edu/dl_thumbs/f7/c9/f7c96c083d969937fdbaf0780cbb4948fd0c0cdd.jpg,Bushnell General Hospital,"Bushnell General Hospital matchbook, Brigham City, Utah",Hospitals,Caduceus,,White and red with red text,Advertising; Graphic arts; Hospitals,,Brigham City,Box Elder County,Utah,United States,41.5102129,-112.0155015,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403448,https://collections.lib.utah.edu/ark:/87278/s6906gqs,https://collections.lib.utah.edu/file?id=1403448,https://collections.lib.utah.edu/dl_thumbs/23/ce/23ce794ce9752e5db9dd0f7db75ab61a04c93724.jpg,Lazy J Motel,"Lazy J Motel matchbook, Clearfield, Utah [1]",Hotels,,List of mileages from Clearfield,"Orange, pink, and yellow with black text",Advertising; Graphic arts; Hotels,US Hgwy 19,Clearfield,Davis County,Utah,United States,41.1107771,-112.0260538,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403451,https://collections.lib.utah.edu/ark:/87278/s6575qx5,https://collections.lib.utah.edu/file?id=1403451,https://collections.lib.utah.edu/dl_thumbs/ed/62/ed62bd44a4b2abdd1b7b7dd2c382e2bd117f0e5d.jpg,Lazy J Motel,"Lazy J Motel matchbook, Clearfield, Utah [2]",Hotels,,List of mileages from Clearfield,"Orange, pink, and yellow with black text",Advertising; Graphic arts; Hotels,US Hgwy 19,Clearfield,Davis County,Utah,United States,41.1107771,-112.0260538,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403454,https://collections.lib.utah.edu/ark:/87278/s61g505s,https://collections.lib.utah.edu/file?id=1403454,https://collections.lib.utah.edu/dl_thumbs/c1/36/c13634911997a599921283e38d1360b05011756e.jpg,Lazy J Motel,"Lazy J Motel matchbook, Clearfield, Utah [5]",Hotels,,25 miles north of SLC,"Yellow, green, and red with black text",Advertising; Graphic arts; Hotels,US Hgwy 19,Clearfield,Davis County,Utah,United States,41.1107771,-112.0260538,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403455,https://collections.lib.utah.edu/ark:/87278/s6wt3648,https://collections.lib.utah.edu/file?id=1403455,https://collections.lib.utah.edu/dl_thumbs/ce/4c/ce4c6aaaf9e90a1b7071a4ef998410eaf79f63e9.jpg,Lazy J Motel,"Lazy J Motel matchbook, Clearfield, Utah [4]",Hotels,,25 miles north of SLC,"Pink, green, and blue with black text",Advertising; Graphic arts; Hotels,US Hgwy 19,Clearfield,Davis County,Utah,United States,41.1107771,-112.0260538,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403458,https://collections.lib.utah.edu/ark:/87278/s6s22ff9,https://collections.lib.utah.edu/file?id=1403458,https://collections.lib.utah.edu/dl_thumbs/33/ef/33ef5ebb38e55f008f3b349c10d33e00b6828b6e.jpg,Lazy J Motel,"Lazy J Motel matchbook, Clearfield, Utah [3]",Hotels,,25 miles north of SLC,"Pink, green, and blue with black text",Advertising; Graphic arts; Hotels,US Hgwy 19,Clearfield,Davis County,Utah,United States,41.1107771,-112.0260538,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403461,https://collections.lib.utah.edu/ark:/87278/s6n91pp4,https://collections.lib.utah.edu/file?id=1403461,https://collections.lib.utah.edu/dl_thumbs/a4/6f/a46fcb3f832302afea638b75dcf99161a14e6e8b.jpg,Pappy's Inn,"Pappy's Inn matchbook, Crescent, Utah",Restaurants,Man,"Cold beer, sandwhiches",Red and white with black text,Advertising; Graphic arts; Restaurants,10200 S State St,Crescent,Salt Lake County,Utah,United States,41.8807211,-87.6278237,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403462,https://collections.lib.utah.edu/ark:/87278/s6hj0z08,https://collections.lib.utah.edu/file?id=1403462,https://collections.lib.utah.edu/dl_thumbs/e8/9b/e89b1c17b99b0e3b43fd8ed12ea9f32ed7366249.jpg,Sands Cafe,"Sands Cafe matchbook, Clearfield, Utah",Restaurants,Boat on water,Always a friendly welcome,Blue and red with black text,Advertising; Graphic arts; Restaurants,Highway 91,Clearfield,Davis County,Utah,United States,41.6947521,-111.8634619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403463,https://collections.lib.utah.edu/ark:/87278/s6cs069c,https://collections.lib.utah.edu/file?id=1403463,https://collections.lib.utah.edu/dl_thumbs/43/31/433142ada4be3d59a8fcd9ddc16a75a6ee106dfe.jpg,Moore Motel,"Moore Motel matchbook, Coalville, Utah [2]",Hotels,Indian,Utah welcomes you!,Pink with black text,Advertising; Graphic arts; Hotels,US 189,Coalville,Summit County,Utah,United States,40.9150997,-111.4044883,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403464,https://collections.lib.utah.edu/ark:/87278/s6809fjz,https://collections.lib.utah.edu/file?id=1403464,https://collections.lib.utah.edu/dl_thumbs/62/d6/62d6cba309f6fa51c440fc962350742410a37835.jpg,Moore Motel,"Moore Motel matchbook, Coalville, Utah [1]",Hotels,,Thank you call again,Gray and black with black text,Advertising; Graphic arts; Hotels,US 189,Coalville,Summit County,Utah,United States,40.9150997,-111.4044883,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
